Destination Port,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Mean,Fwd Header Length,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Bytes,Subflow Bwd Bytes,Init_Win_bytes_forward
7680,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
7680,132,66,66.0,0,0,0,84.0,168,66.0,0.0,0,132,0,64240
7680,132,66,66.0,0,0,0,84.0,168,66.0,0.0,0,132,0,64240
40008,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
7680,198,66,66.0,0,0,0,84.0,252,66.0,0.0,0,198,0,64240
40008,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
40009,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
7680,198,66,66.0,0,0,0,84.0,252,66.0,0.0,0,198,0,64240
40008,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
40009,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
7680,198,66,66.0,0,0,0,84.0,252,66.0,0.0,0,198,0,64240
40008,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
40009,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
7680,198,66,66.0,0,0,0,84.0,252,66.0,0.0,0,198,0,64240
40008,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
40009,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
443,465,465,465.0,363,307,181.5,882.0,882,276.0,411.0,127.5,465,363,513
443,2382,1474,1191.0,378,322,189.0,2334.0,4668,690.0,1137.0,135.0,2382,378,515
7680,264,66,66.0,0,0,0,84.0,336,66.0,0.0,0,264,0,64240
40008,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
40009,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
443,519,465,259.5,363,307,181.5,471.0,942,220.5,205.5,127.5,519,363,513
443,2436,1474,812.0,378,322,189.0,1576.0,4728,562.8,758.0,135.0,2436,378,515
443,1762,1017,352.4,3410,1474,682.0,656.8,3284,517.2,296.0,625.6,1762,3410,64240
443,1278,421,319.5,1205,1149,602.5,591.0,2364,413.8333333333333,265.5,548.5,1278,1205,512
443,576,350,192.0,112,56,56.0,336.0,1008,137.6,138.0,2.0,576,112,514
443,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
443,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
7680,264,66,66.0,0,0,0,84.0,336,66.0,0.0,0,264,0,64240
40008,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
