Destination Port,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Mean,Fwd Header Length,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Bytes,Subflow Bwd Bytes,Init_Win_bytes_forward
443,55,55,55.0,0,0,0,62.0,62,55.0,1.0,0,55,0,511
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
27706,54,54,54.0,0,0,0,60.0,60,54.0,0.0,0,54,0,0
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
27706,54,54,54.0,0,0,0,60.0,60,54.0,0.0,0,54,0,0
443,294,294,294.0,0,0,0,540.0,540,294.0,240.0,0,294,0,512
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
27706,54,54,54.0,0,0,0,60.0,60,54.0,0.0,0,54,0,0
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,512
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
27706,54,54,54.0,0,0,0,60.0,60,54.0,0.0,0,54,0,0
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,512
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
27706,54,54,54.0,0,0,0,60.0,60,54.0,0.0,0,54,0,0
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,512
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
27706,54,54,54.0,0,0,0,60.0,60,54.0,0.0,0,54,0,0
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,512
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
27706,54,54,54.0,0,0,0,60.0,60,54.0,0.0,0,54,0,0
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,512
7680,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
443,6741,1494,481.5,9382,1506,781.8333333333334,915.0,12810,620.1153846153846,424.92857142857144,726.8333333333334,6741,9382,64240
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
27706,54,54,54.0,0,0,0,60.0,60,54.0,0.0,0,54,0,0
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,512
7680,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
443,6795,1494,453.0,9926,1506,763.5384615384615,858.0,12870,597.1785714285714,396.6,708.6153846153846,6795,9926,64240
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
27706,54,54,54.0,0,0,0,60.0,60,54.0,0.0,0,54,0,0
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,512
7680,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
443,6795,1494,453.0,9926,1506,763.5384615384615,858.0,12870,597.1785714285714,396.6,708.6153846153846,6795,9926,64240
27686,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,64240
58459,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,260
27253,112,56,56.0,148,94,74.0,64.0,128,65.0,2.0,20.0,112,148,4564
7680,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
27706,54,54,54.0,0,0,0,60.0,60,54.0,0.0,0,54,0,0
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,512
7680,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
443,6795,1494,453.0,9926,1506,763.5384615384615,858.0,12870,597.1785714285714,396.6,708.6153846153846,6795,9926,64240
27686,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,64240
58459,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,260
27253,449,252,112.25,202,94,67.33333333333333,176.5,706,93.0,58.25,13.333333333333334,449,202,4564
7680,132,66,66.0,0,0,0,84.0,168,66.0,0.0,0,132,0,64240
443,55,55,55.0,0,0,0,62.0,62,55.0,1.0,0,55,0,515
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
27706,54,54,54.0,0,0,0,60.0,60,54.0,0.0,0,54,0,0
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,512
7680,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
443,6795,1494,453.0,9926,1506,763.5384615384615,858.0,12870,597.1785714285714,396.6,708.6153846153846,6795,9926,64240
27686,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,64240
58459,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,260
27253,449,252,112.25,202,94,67.33333333333333,176.5,706,93.0,58.25,13.333333333333334,449,202,4564
7680,132,66,66.0,0,0,0,84.0,168,66.0,0.0,0,132,0,64240
443,55,55,55.0,0,0,0,62.0,62,55.0,1.0,0,55,0,515
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
27706,54,54,54.0,0,0,0,60.0,60,54.0,0.0,0,54,0,0
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,512
7680,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
443,6795,1494,453.0,9926,1506,763.5384615384615,858.0,12870,597.1785714285714,396.6,708.6153846153846,6795,9926,64240
27686,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,64240
58459,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,260
27253,449,252,112.25,202,94,67.33333333333333,176.5,706,93.0,58.25,13.333333333333334,449,202,4564
7680,198,66,66.0,0,0,0,84.0,252,66.0,0.0,0,198,0,64240
443,55,55,55.0,0,0,0,62.0,62,55.0,1.0,0,55,0,515
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
27706,54,54,54.0,0,0,0,60.0,60,54.0,0.0,0,54,0,0
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,512
7680,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
443,6795,1494,453.0,9926,1506,763.5384615384615,858.0,12870,597.1785714285714,396.6,708.6153846153846,6795,9926,64240
27686,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,64240
58459,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,260
