 Destination Port, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Mean,Bwd Packet Length Max, Bwd Packet Length Mean, Fwd Header Length, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Bytes, Subflow Bwd Bytes,Init_Win_bytes_forward
50696,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
50686,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
443,3449,1454,287.4166666666667,9228,1454,576.75,526.8333333333334,6322,452.75,232.41666666666666,522.0,3449,9228,64240
443,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
50696,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
50686,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
443,3449,1454,287.4166666666667,9228,1454,576.75,526.8333333333334,6322,452.75,232.41666666666666,522.0,3449,9228,64240
443,3468,1454,495.42857142857144,724,335,144.8,942.8571428571429,6600,349.3333333333333,439.7142857142857,88.4,3468,724,64240
31286,54,54,54.0,54,54,54.0,60.0,60,54.0,0.0,0.0,54,54,260
50696,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
50686,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
443,3449,1454,287.4166666666667,9228,1454,576.75,526.8333333333334,6322,452.75,232.41666666666666,522.0,3449,9228,64240
443,3468,1454,495.42857142857144,724,335,144.8,942.8571428571429,6600,349.3333333333333,439.7142857142857,88.4,3468,724,64240
31286,54,54,54.0,54,54,54.0,60.0,60,54.0,0.0,0.0,54,54,260
50696,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
50686,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
443,3449,1454,287.4166666666667,9228,1454,576.75,526.8333333333334,6322,452.75,232.41666666666666,522.0,3449,9228,64240
443,3468,1454,495.42857142857144,724,335,144.8,942.8571428571429,6600,349.3333333333333,439.7142857142857,88.4,3468,724,64240
31286,54,54,54.0,54,54,54.0,60.0,60,54.0,0.0,0.0,54,54,260
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,514
50696,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
50686,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
443,3449,1454,287.4166666666667,9228,1454,576.75,526.8333333333334,6322,452.75,232.41666666666666,522.0,3449,9228,64240
443,3468,1454,495.42857142857144,724,335,144.8,942.8571428571429,6600,349.3333333333333,439.7142857142857,88.4,3468,724,64240
31286,54,54,54.0,54,54,54.0,60.0,60,54.0,0.0,0.0,54,54,260
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,514
50696,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
50686,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
443,3449,1454,287.4166666666667,9228,1454,576.75,526.8333333333334,6322,452.75,232.41666666666666,522.0,3449,9228,64240
443,3468,1454,495.42857142857144,724,335,144.8,942.8571428571429,6600,349.3333333333333,439.7142857142857,88.4,3468,724,64240
31286,54,54,54.0,54,54,54.0,60.0,60,54.0,0.0,0.0,54,54,260
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,514
50696,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
50686,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
443,3449,1454,287.4166666666667,9228,1454,576.75,526.8333333333334,6322,452.75,232.41666666666666,522.0,3449,9228,64240
443,3576,1454,397.3333333333333,949,335,118.625,746.6666666666666,6720,266.1764705882353,342.0,63.125,3576,949,64240
31286,54,54,54.0,54,54,54.0,60.0,60,54.0,0.0,0.0,54,54,260
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,514
50696,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
50686,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
443,3449,1454,287.4166666666667,9228,1454,576.75,526.8333333333334,6322,452.75,232.41666666666666,522.0,3449,9228,64240
443,3576,1454,397.3333333333333,949,335,118.625,746.6666666666666,6720,266.1764705882353,342.0,63.125,3576,949,64240
31286,54,54,54.0,54,54,54.0,60.0,60,54.0,0.0,0.0,54,54,260
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,514
50696,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
50686,132,78,66.0,108,54,54.0,84.0,168,60.0,12.0,0.0,132,108,83
443,3449,1454,287.4166666666667,9228,1454,576.75,526.8333333333334,6322,452.75,232.41666666666666,522.0,3449,9228,64240
443,3576,1454,397.3333333333333,949,335,118.625,746.6666666666666,6720,266.1764705882353,342.0,63.125,3576,949,64240
31286,54,54,54.0,54,54,54.0,60.0,60,54.0,0.0,0.0,54,54,260
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,514
