Destination Port,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Mean,Fwd Header Length,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Bytes,Subflow Bwd Bytes,Init_Win_bytes_forward
443,152,98,76.0,229,229,229.0,104.0,208,127.0,22.0,175.0,152,229,516
443,29321,1474,1332.7727272727273,0,0,0,2617.5454545454545,57586,1332.7727272727273,1278.7727272727273,0,29321,0,512
443,152,98,76.0,229,229,229.0,104.0,208,127.0,22.0,175.0,152,229,516
443,29321,1474,1332.7727272727273,560,56,56.0,2617.5454545454545,57586,933.78125,1278.7727272727273,2.0,29321,560,512
7680,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
443,152,98,76.0,229,229,229.0,104.0,208,127.0,22.0,175.0,152,229,516
443,29321,1474,1332.7727272727273,560,56,56.0,2617.5454545454545,57586,933.78125,1278.7727272727273,2.0,29321,560,512
7680,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
443,4134,1494,295.2857142857143,8323,1506,924.7777777777778,542.5714285714286,7596,541.6086956521739,236.14285714285714,869.4444444444445,4134,8323,65535
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
443,152,98,76.0,229,229,229.0,104.0,208,127.0,22.0,175.0,152,229,516
443,29321,1474,1332.7727272727273,560,56,56.0,2617.5454545454545,57586,933.78125,1278.7727272727273,2.0,29321,560,512
7680,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
443,4188,1494,279.2,8885,1506,807.7272727272727,510.4,7656,502.8076923076923,220.4,752.6363636363636,4188,8885,65535
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,516
443,8966,1474,1120.75,0,0,0,2193.5,17548,1120.75,1066.75,0,8966,0,515
443,152,98,76.0,229,229,229.0,104.0,208,127.0,22.0,175.0,152,229,516
443,29537,1474,1136.0384615384614,1815,467,121.0,2224.076923076923,57826,764.6829268292682,1082.0384615384614,67.0,29537,1815,512
7680,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
443,4188,1494,279.2,8885,1506,807.7272727272727,510.4,7656,502.8076923076923,220.4,752.6363636363636,4188,8885,65535
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,516
443,9109,1474,910.9,1273,775,141.44444444444446,1773.8,17738,546.421052631579,856.9,87.44444444444444,9109,1273,515
443,152,98,76.0,229,229,229.0,104.0,208,127.0,22.0,175.0,152,229,516
443,29969,1474,881.4411764705883,3170,467,144.0909090909091,1714.8823529411766,58306,591.7678571428571,827.4411764705883,90.0909090909091,29969,3170,512
7680,132,66,66.0,0,0,0,84.0,168,66.0,0.0,0,132,0,64240
443,4188,1494,279.2,8885,1506,807.7272727272727,510.4,7656,502.8076923076923,220.4,752.6363636363636,4188,8885,65535
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,516
443,9109,1474,910.9,1273,775,141.44444444444446,1773.8,17738,546.421052631579,856.9,87.44444444444444,9109,1273,515
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,510
443,152,98,76.0,229,229,229.0,104.0,208,127.0,22.0,175.0,152,229,516
443,30185,1474,794.3421052631579,5388,1120,185.79310344827587,1540.6842105263158,58546,530.9402985074627,740.3421052631579,131.79310344827587,30185,5388,512
7680,132,66,66.0,0,0,0,84.0,168,66.0,0.0,0,132,0,64240
443,4188,1494,279.2,8885,1506,807.7272727272727,510.4,7656,502.8076923076923,220.4,752.6363636363636,4188,8885,65535
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,511
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,516
443,9109,1474,910.9,1273,775,141.44444444444446,1773.8,17738,546.421052631579,856.9,87.44444444444444,9109,1273,515
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,510
6619,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,6906
443,152,98,76.0,229,229,229.0,104.0,208,127.0,22.0,175.0,152,229,516
443,62278,1474,929.5223880597015,7623,1120,155.57142857142858,1811.044776119403,121340,602.5948275862069,875.5223880597015,101.57142857142857,62278,7623,512
7680,132,66,66.0,0,0,0,84.0,168,66.0,0.0,0,132,0,64240
