Destination Port,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Mean,Fwd Header Length,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Subflow Fwd Bytes,Subflow Bwd Bytes,Init_Win_bytes_forward
43733,1279,888,426.3333333333333,54,54,54.0,804.6666666666666,2414,333.25,372.3333333333333,0.0,1279,54,163
43762,376,376,376.0,54,54,54.0,704.0,704,215.0,322.0,0.0,376,54,163
43904,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43905,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43733,1279,888,426.3333333333333,381,327,190.5,804.6666666666666,2414,332.0,372.3333333333333,136.5,1279,381,163
43762,376,376,376.0,54,54,54.0,704.0,704,215.0,322.0,0.0,376,54,163
43904,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43905,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43733,1636,888,409.0,435,327,145.0,770.0,3080,295.85714285714283,355.0,91.0,1636,435,163
43762,376,376,376.0,54,54,54.0,704.0,704,215.0,322.0,0.0,376,54,163
43904,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43905,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
7680,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
43733,1636,888,409.0,435,327,145.0,770.0,3080,295.85714285714283,355.0,91.0,1636,435,163
43762,376,376,376.0,54,54,54.0,704.0,704,215.0,322.0,0.0,376,54,163
43904,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43905,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
7680,132,66,66.0,0,0,0,84.0,168,66.0,0.0,0,132,0,64240
43796,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
43733,1636,888,409.0,435,327,145.0,770.0,3080,295.85714285714283,355.0,91.0,1636,435,163
43762,376,376,376.0,54,54,54.0,704.0,704,215.0,322.0,0.0,376,54,163
43904,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43905,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
7680,132,66,66.0,0,0,0,84.0,168,66.0,0.0,0,132,0,64240
43796,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
43733,1636,888,409.0,435,327,145.0,770.0,3080,295.85714285714283,355.0,91.0,1636,435,163
43762,376,376,376.0,54,54,54.0,704.0,704,215.0,322.0,0.0,376,54,163
43904,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43905,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
7680,198,66,66.0,0,0,0,84.0,252,66.0,0.0,0,198,0,64240
43796,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,516
43733,1636,888,409.0,435,327,145.0,770.0,3080,295.85714285714283,355.0,91.0,1636,435,163
43762,376,376,376.0,54,54,54.0,704.0,704,215.0,322.0,0.0,376,54,163
43904,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43905,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
7680,198,66,66.0,0,0,0,84.0,252,66.0,0.0,0,198,0,64240
43796,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,516
43733,1636,888,409.0,435,327,145.0,770.0,3080,295.85714285714283,355.0,91.0,1636,435,163
43762,376,376,376.0,54,54,54.0,704.0,704,215.0,322.0,0.0,376,54,163
43904,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43905,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
7680,198,66,66.0,0,0,0,84.0,252,66.0,0.0,0,198,0,64240
43796,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,516
43733,1636,888,409.0,435,327,145.0,770.0,3080,295.85714285714283,355.0,91.0,1636,435,163
43762,376,376,376.0,54,54,54.0,704.0,704,215.0,322.0,0.0,376,54,163
43904,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43905,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
7680,198,66,66.0,0,0,0,84.0,252,66.0,0.0,0,198,0,64240
43796,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,516
43733,1636,888,409.0,435,327,145.0,770.0,3080,295.85714285714283,355.0,91.0,1636,435,163
43762,376,376,376.0,54,54,54.0,704.0,704,215.0,322.0,0.0,376,54,163
43904,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43905,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
7680,264,66,66.0,0,0,0,84.0,336,66.0,0.0,0,264,0,64240
43796,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,516
43733,1636,888,409.0,435,327,145.0,770.0,3080,295.85714285714283,355.0,91.0,1636,435,163
43762,376,376,376.0,54,54,54.0,704.0,704,215.0,322.0,0.0,376,54,163
43904,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43905,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
7680,264,66,66.0,0,0,0,84.0,336,66.0,0.0,0,264,0,64240
43796,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,516
443,144,90,72.0,86,86,86.0,96.0,192,76.66666666666667,18.0,32.0,144,86,514
43733,1636,888,409.0,435,327,145.0,770.0,3080,295.85714285714283,355.0,91.0,1636,435,163
43762,376,376,376.0,54,54,54.0,704.0,704,215.0,322.0,0.0,376,54,163
43904,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43905,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
7680,264,66,66.0,0,0,0,84.0,336,66.0,0.0,0,264,0,64240
43796,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,516
443,144,90,72.0,86,86,86.0,96.0,192,76.66666666666667,18.0,32.0,144,86,514
43733,1636,888,409.0,435,327,145.0,770.0,3080,295.85714285714283,355.0,91.0,1636,435,163
43762,376,376,376.0,54,54,54.0,704.0,704,215.0,322.0,0.0,376,54,163
43904,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43905,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
7680,264,66,66.0,0,0,0,84.0,336,66.0,0.0,0,264,0,64240
43796,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,516
443,144,90,72.0,86,86,86.0,96.0,192,76.66666666666667,18.0,32.0,144,86,514
43733,1636,888,409.0,435,327,145.0,770.0,3080,295.85714285714283,355.0,91.0,1636,435,163
43762,376,376,376.0,54,54,54.0,704.0,704,215.0,322.0,0.0,376,54,163
43904,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43905,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
7680,264,66,66.0,0,0,0,84.0,336,66.0,0.0,0,264,0,64240
43796,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
443,55,55,55.0,66,66,66.0,62.0,62,60.5,1.0,0.0,55,66,516
443,144,90,72.0,86,86,86.0,96.0,192,76.66666666666667,18.0,32.0,144,86,514
443,55,55,55.0,0,0,0,62.0,62,55.0,1.0,0,55,0,513
43733,1636,888,409.0,435,327,145.0,770.0,3080,295.85714285714283,355.0,91.0,1636,435,163
43762,376,376,376.0,109,55,54.5,704.0,704,161.66666666666666,322.0,0.5,376,109,163
43904,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
43905,3718,1474,464.75,374,134,74.8,881.5,7052,314.7692307692308,410.75,20.8,3718,374,163
