timestamp,src_ip,dst_ip,protocol,size,direction
2024-12-31 17:10:14,192.168.255.142,35.223.238.178,6,55,outbound
2024-12-31 17:10:14,192.168.255.142,35.223.238.178,6,55,outbound
2024-12-31 17:10:14,35.223.238.178,192.168.255.142,6,66,inbound
2024-12-31 17:10:14,192.168.255.142,192.168.255.38,17,75,inbound
2024-12-31 17:10:14,192.168.255.142,192.168.255.38,17,75,inbound
2024-12-31 17:10:14,192.168.255.142,192.168.255.38,17,75,inbound
2024-12-31 17:10:14,192.168.255.38,192.168.255.142,17,103,inbound
2024-12-31 17:10:14,192.168.255.38,192.168.255.142,17,132,inbound
2024-12-31 17:10:14,192.168.255.38,192.168.255.142,17,91,inbound
2024-12-31 17:10:14,35.223.238.178,192.168.255.142,6,66,inbound
2024-12-31 17:10:14,192.168.255.142,192.168.255.38,17,76,inbound
2024-12-31 17:10:14,192.168.255.142,192.168.255.38,17,76,inbound
2024-12-31 17:10:14,192.168.255.142,192.168.255.38,17,76,inbound
2024-12-31 17:10:14,192.168.255.38,192.168.255.142,17,127,inbound
2024-12-31 17:10:14,192.168.255.142,192.168.255.38,17,76,inbound
2024-12-31 17:10:14,192.168.255.142,192.168.255.38,17,76,inbound
2024-12-31 17:10:14,192.168.255.142,192.168.255.38,17,76,inbound
2024-12-31 17:10:14,192.168.255.38,192.168.255.142,17,92,inbound
2024-12-31 17:10:14,192.168.255.38,192.168.255.142,17,133,inbound
2024-12-31 17:10:14,192.168.255.38,192.168.255.142,17,104,inbound
2024-12-31 17:10:14,192.168.255.38,192.168.255.142,17,92,inbound
2024-12-31 17:10:14,192.168.255.38,192.168.255.142,17,126,inbound
2024-12-31 17:10:15,192.168.255.142,35.223.238.178,6,55,outbound
2024-12-31 17:10:15,192.168.255.142,192.168.255.38,17,76,inbound
2024-12-31 17:10:15,192.168.255.142,192.168.255.38,17,76,inbound
2024-12-31 17:10:15,192.168.255.142,192.168.255.38,17,76,inbound
2024-12-31 17:10:15,192.168.255.142,35.223.238.178,6,55,outbound
2024-12-31 17:10:15,35.223.238.178,192.168.255.142,6,66,inbound
2024-12-31 17:10:15,192.168.255.38,192.168.255.142,17,104,inbound
2024-12-31 17:10:15,192.168.255.38,192.168.255.142,17,92,inbound
2024-12-31 17:10:15,192.168.255.38,192.168.255.142,17,126,inbound
2024-12-31 17:10:15,35.223.238.178,192.168.255.142,6,66,inbound
2024-12-31 17:10:16,18.67.181.30,192.168.255.142,6,236,inbound
2024-12-31 17:10:16,192.168.255.142,18.67.181.30,6,54,outbound
2024-12-31 17:10:20,18.67.181.30,192.168.255.142,6,236,inbound
2024-12-31 17:10:20,192.168.255.142,18.67.181.30,6,54,outbound
