 Destination Port, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Mean,Bwd Packet Length Max, Bwd Packet Length Mean, Fwd Header Length, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Bytes, Subflow Bwd Bytes,Init_Win_bytes_forward
33280,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10221
32063,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10196
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
33280,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10221
32063,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10196
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
32022,318,251,159.0,88,44,44.0,290.0,580,101.5,115.0,0.0,318,88,10232
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
33280,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10221
32063,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10196
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
32022,636,251,159.0,176,44,44.0,290.0,1160,101.5,115.0,0.0,636,176,10232
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
33280,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10221
32063,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10196
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
32022,954,251,159.0,264,44,44.0,290.0,1740,101.5,115.0,0.0,954,264,10232
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
40359,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10187
41108,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10204
33280,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10221
32063,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10196
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
32022,1272,251,159.0,352,44,44.0,290.0,2320,101.5,115.0,0.0,1272,352,10232
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
40359,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10187
41108,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10204
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
33280,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10221
32063,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10196
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
32022,1590,251,159.0,440,44,44.0,290.0,2900,101.5,115.0,0.0,1590,440,10232
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
40359,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10187
41108,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10204
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
33280,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10221
32063,45,45,45.0,56,56,56.0,62.0,62,50.5,1.0,0.0,45,56,10196
32015,1048,402,131.0,548,272,78.28571428571429,234.0,1872,106.4,85.5,32.57142857142857,1048,548,65535
32022,1908,251,159.0,528,44,44.0,290.0,3480,101.5,115.0,0.0,1908,528,10232
