timestamp,src_ip,dst_ip,protocol,size,direction
2024-12-31 19:00:00,8.8.8.8,192.168.1.1,17,1154,inbound
2024-12-31 19:00:00,8.8.8.8,192.168.1.1,6,702,inbound
2024-12-31 19:00:00,8.8.8.8,192.168.1.1,17,450,inbound
2024-12-31 19:00:00,8.8.8.8,192.168.1.1,6,851,inbound
2024-12-31 19:00:00,8.8.8.8,192.168.1.1,6,713,inbound
2024-12-31 19:00:00,192.168.1.1,8.8.8.8,6,1294,outbound
2024-12-31 19:00:00,192.168.1.1,8.8.8.8,6,546,outbound
2024-12-31 19:00:00,192.168.1.1,8.8.8.8,17,1115,outbound
2024-12-31 19:00:00,192.168.1.1,8.8.8.8,6,1340,outbound
2024-12-31 19:00:01,192.168.1.1,8.8.8.8,6,115,outbound
2024-12-31 19:00:01,8.8.8.8,192.168.1.1,17,232,inbound
2024-12-31 19:00:01,192.168.1.1,8.8.8.8,6,190,outbound
2024-12-31 19:00:01,8.8.8.8,192.168.1.1,17,408,inbound
2024-12-31 19:00:01,192.168.1.1,8.8.8.8,17,918,outbound
2024-12-31 19:00:01,192.168.1.1,8.8.8.8,6,1251,outbound
2024-12-31 19:00:01,8.8.8.8,192.168.1.1,17,573,inbound
2024-12-31 19:00:01,8.8.8.8,192.168.1.1,6,1204,inbound
2024-12-31 19:00:01,192.168.1.1,8.8.8.8,17,198,outbound
2024-12-31 19:00:01,8.8.8.8,192.168.1.1,17,1150,inbound
2024-12-31 19:00:02,192.168.1.1,8.8.8.8,6,170,outbound
2024-12-31 19:00:02,192.168.1.1,8.8.8.8,17,1179,outbound
2024-12-31 19:00:02,192.168.1.1,8.8.8.8,6,1108,outbound
2024-12-31 19:00:02,8.8.8.8,192.168.1.1,17,1404,inbound
2024-12-31 19:00:02,192.168.1.1,8.8.8.8,6,1340,outbound
2024-12-31 19:00:02,192.168.1.1,8.8.8.8,17,640,outbound
2024-12-31 19:00:02,8.8.8.8,192.168.1.1,6,242,inbound
2024-12-31 19:00:02,8.8.8.8,192.168.1.1,6,972,inbound
2024-12-31 19:00:02,192.168.1.1,8.8.8.8,6,1358,outbound
2024-12-31 19:00:02,192.168.1.1,8.8.8.8,6,632,outbound
2024-12-31 19:00:03,8.8.8.8,192.168.1.1,17,1287,inbound
2024-12-31 19:00:03,8.8.8.8,192.168.1.1,6,825,inbound
2024-12-31 19:00:03,8.8.8.8,192.168.1.1,6,1021,inbound
2024-12-31 19:00:03,192.168.1.1,8.8.8.8,6,787,outbound
2024-12-31 19:00:03,192.168.1.1,8.8.8.8,6,758,outbound
2024-12-31 19:00:03,8.8.8.8,192.168.1.1,6,896,inbound
2024-12-31 19:00:03,8.8.8.8,192.168.1.1,17,1388,inbound
2024-12-31 19:00:03,8.8.8.8,192.168.1.1,6,268,inbound
2024-12-31 19:00:03,8.8.8.8,192.168.1.1,6,1378,inbound
2024-12-31 19:00:03,192.168.1.1,8.8.8.8,17,1490,outbound
2024-12-31 19:00:04,8.8.8.8,192.168.1.1,6,1498,inbound
2024-12-31 19:00:04,8.8.8.8,192.168.1.1,17,385,inbound
2024-12-31 19:00:04,192.168.1.1,8.8.8.8,6,109,outbound
2024-12-31 19:00:04,8.8.8.8,192.168.1.1,17,676,inbound
2024-12-31 19:00:04,192.168.1.1,8.8.8.8,17,1022,outbound
2024-12-31 19:00:04,8.8.8.8,192.168.1.1,6,243,inbound
2024-12-31 19:00:04,8.8.8.8,192.168.1.1,17,1368,inbound
2024-12-31 19:00:04,192.168.1.1,8.8.8.8,17,610,outbound
2024-12-31 19:00:04,8.8.8.8,192.168.1.1,6,726,inbound
2024-12-31 19:00:04,192.168.1.1,8.8.8.8,17,1434,outbound
2024-12-31 19:00:05,192.168.1.1,8.8.8.8,6,803,outbound
2024-12-31 19:00:05,8.8.8.8,192.168.1.1,17,785,inbound
2024-12-31 19:00:05,8.8.8.8,192.168.1.1,6,326,inbound
2024-12-31 19:00:05,192.168.1.1,8.8.8.8,17,901,outbound
2024-12-31 19:00:05,8.8.8.8,192.168.1.1,6,528,inbound
2024-12-31 19:00:05,192.168.1.1,8.8.8.8,17,356,outbound
2024-12-31 19:00:05,192.168.1.1,8.8.8.8,17,379,outbound
2024-12-31 19:00:05,8.8.8.8,192.168.1.1,17,772,inbound
2024-12-31 19:00:05,8.8.8.8,192.168.1.1,17,1148,inbound
2024-12-31 19:00:05,8.8.8.8,192.168.1.1,17,1288,inbound
2024-12-31 19:00:06,8.8.8.8,192.168.1.1,17,530,inbound
2024-12-31 19:00:06,192.168.1.1,8.8.8.8,6,1030,outbound
