timestamp,src_ip,dst_ip,protocol,size,direction
2024-12-31 16:43:33,3.228.185.195,192.168.255.142,6,54,inbound
2024-12-31 16:43:33,192.168.255.142,3.228.185.195,6,54,outbound
2024-12-31 16:43:34,3.228.185.195,192.168.255.142,6,54,inbound
2024-12-31 16:43:34,192.168.255.142,3.228.185.195,6,54,outbound
2024-12-31 16:43:35,3.228.185.195,192.168.255.142,6,54,inbound
2024-12-31 16:43:35,192.168.255.142,3.228.185.195,6,54,outbound
2024-12-31 16:43:37,18.67.181.30,192.168.255.142,6,236,inbound
2024-12-31 16:43:37,192.168.255.142,18.67.181.30,6,54,outbound
2024-12-31 16:43:37,192.168.255.142,18.67.181.30,6,104,outbound
2024-12-31 16:43:37,192.168.255.142,18.67.181.30,6,86,outbound
2024-12-31 16:43:37,18.67.181.30,192.168.255.142,6,54,inbound
2024-12-31 16:43:37,18.67.181.30,192.168.255.142,6,54,inbound
2024-12-31 16:43:38,18.67.181.30,192.168.255.142,6,99,inbound
2024-12-31 16:43:38,18.67.181.30,192.168.255.142,6,82,inbound
2024-12-31 16:43:38,192.168.255.142,18.67.181.30,6,54,outbound
2024-12-31 16:43:38,192.168.255.142,18.67.181.30,6,54,outbound
2024-12-31 16:43:39,192.168.255.142,35.223.238.178,6,55,outbound
2024-12-31 16:43:39,192.168.255.142,35.223.238.178,6,55,outbound
2024-12-31 16:43:39,35.223.238.178,192.168.255.142,6,66,inbound
2024-12-31 16:43:39,35.223.238.178,192.168.255.142,6,66,inbound
2024-12-31 16:43:39,18.67.181.30,192.168.255.142,6,236,inbound
2024-12-31 16:43:39,18.67.181.30,192.168.255.142,6,236,inbound
2024-12-31 16:43:39,192.168.255.142,35.223.238.178,6,55,outbound
2024-12-31 16:43:39,192.168.255.142,35.223.238.178,6,55,outbound
2024-12-31 16:43:39,192.168.255.142,18.67.181.30,6,54,outbound
2024-12-31 16:43:39,192.168.255.142,18.67.181.30,6,54,outbound
2024-12-31 16:43:40,35.223.238.178,192.168.255.142,6,66,inbound
2024-12-31 16:43:40,35.223.238.178,192.168.255.142,6,66,inbound
2024-12-31 16:43:41,18.67.181.30,192.168.255.142,6,236,inbound
2024-12-31 16:43:41,18.67.181.30,192.168.255.142,6,236,inbound
2024-12-31 16:43:41,192.168.255.142,18.67.181.30,6,54,outbound
2024-12-31 16:43:41,192.168.255.142,18.67.181.30,6,54,outbound
2024-12-31 16:43:44,192.168.255.142,35.223.238.178,6,55,outbound
2024-12-31 16:43:44,192.168.255.142,35.223.238.178,6,55,outbound
2024-12-31 16:43:44,192.168.255.142,35.223.238.178,6,55,outbound
2024-12-31 16:43:44,192.168.255.142,35.223.238.178,6,55,outbound
2024-12-31 16:43:44,35.223.238.178,192.168.255.142,6,66,inbound
2024-12-31 16:43:44,35.223.238.178,192.168.255.142,6,66,inbound
2024-12-31 16:43:44,35.223.238.178,192.168.255.142,6,66,inbound
2024-12-31 16:43:45,35.237.184.58,192.168.255.142,6,91,inbound
2024-12-31 16:43:45,35.237.184.58,192.168.255.142,6,91,inbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.19,6,85,outbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.19,6,85,outbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.19,6,54,outbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.19,6,54,outbound
2024-12-31 16:43:45,192.168.255.142,192.168.255.38,17,110,inbound
2024-12-31 16:43:45,188.214.69.19,192.168.255.142,6,54,inbound
2024-12-31 16:43:45,188.214.69.19,192.168.255.142,6,54,inbound
2024-12-31 16:43:45,188.214.69.19,192.168.255.142,6,85,inbound
2024-12-31 16:43:45,188.214.69.19,192.168.255.142,6,85,inbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.19,6,54,outbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.19,6,54,outbound
2024-12-31 16:43:45,188.214.69.19,192.168.255.142,6,54,inbound
2024-12-31 16:43:45,188.214.69.19,192.168.255.142,6,54,inbound
2024-12-31 16:43:45,192.168.255.38,192.168.255.142,17,213,inbound
2024-12-31 16:43:45,192.168.255.38,192.168.255.142,17,213,inbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.17,6,66,outbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.17,6,66,outbound
2024-12-31 16:43:45,192.168.255.142,35.237.184.58,6,54,outbound
2024-12-31 16:43:45,192.168.255.142,35.237.184.58,6,54,outbound
2024-12-31 16:43:45,188.214.69.17,192.168.255.142,6,66,inbound
2024-12-31 16:43:45,188.214.69.17,192.168.255.142,6,66,inbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.17,6,54,outbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.17,6,270,outbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.17,6,270,outbound
2024-12-31 16:43:45,188.214.69.17,192.168.255.142,6,1454,inbound
2024-12-31 16:43:45,188.214.69.17,192.168.255.142,6,1454,inbound
2024-12-31 16:43:45,188.214.69.17,192.168.255.142,6,1454,inbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.17,6,54,outbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.17,6,54,outbound
2024-12-31 16:43:45,188.214.69.17,192.168.255.142,6,1350,inbound
2024-12-31 16:43:45,188.214.69.17,192.168.255.142,6,1350,inbound
2024-12-31 16:43:45,188.214.69.17,192.168.255.142,6,1454,inbound
2024-12-31 16:43:45,188.214.69.17,192.168.255.142,6,1454,inbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.17,6,54,outbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.17,6,54,outbound
2024-12-31 16:43:45,188.214.69.17,192.168.255.142,6,1037,inbound
2024-12-31 16:43:45,188.214.69.17,192.168.255.142,6,1037,inbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.17,6,180,outbound
2024-12-31 16:43:45,192.168.255.142,188.214.69.17,6,180,outbound
2024-12-31 16:43:46,188.214.69.17,192.168.255.142,6,54,inbound
2024-12-31 16:43:46,188.214.69.17,192.168.255.142,6,54,inbound
2024-12-31 16:43:46,188.214.69.17,192.168.255.142,6,328,inbound
2024-12-31 16:43:46,188.214.69.17,192.168.255.142,6,328,inbound
2024-12-31 16:43:46,192.168.255.142,188.214.69.17,6,161,outbound
2024-12-31 16:43:46,192.168.255.142,188.214.69.17,6,161,outbound
2024-12-31 16:43:46,188.214.69.17,192.168.255.142,6,54,inbound
2024-12-31 16:43:46,188.214.69.17,192.168.255.142,6,1454,inbound
2024-12-31 16:43:46,188.214.69.17,192.168.255.142,6,1454,inbound
2024-12-31 16:43:46,188.214.69.17,192.168.255.142,6,933,inbound
2024-12-31 16:43:46,188.214.69.17,192.168.255.142,6,933,inbound
2024-12-31 16:43:46,192.168.255.142,188.214.69.17,6,54,outbound
2024-12-31 16:43:46,192.168.255.142,188.214.69.17,6,54,outbound
2024-12-31 16:43:46,192.168.255.142,18.67.181.30,6,86,outbound
2024-12-31 16:43:46,192.168.255.142,18.67.181.30,6,86,outbound
2024-12-31 16:43:46,18.67.181.30,192.168.255.142,6,54,inbound
2024-12-31 16:43:46,18.67.181.30,192.168.255.142,6,54,inbound
2024-12-31 16:43:46,192.168.255.142,192.168.255.38,17,79,inbound
2024-12-31 16:43:46,192.168.255.142,192.168.255.38,17,79,inbound
2024-12-31 16:43:46,192.168.255.142,192.168.255.38,17,79,inbound
2024-12-31 16:43:46,192.168.255.142,192.168.255.38,17,79,inbound
2024-12-31 16:43:46,192.168.255.38,192.168.255.142,17,95,inbound
2024-12-31 16:43:46,192.168.255.38,192.168.255.142,17,169,inbound
2024-12-31 16:43:46,192.168.255.38,192.168.255.142,17,169,inbound
2024-12-31 16:43:46,18.67.181.30,192.168.255.142,6,82,inbound
2024-12-31 16:43:46,18.67.181.30,192.168.255.142,6,82,inbound
2024-12-31 16:43:46,192.168.255.142,35.223.238.178,6,66,outbound
2024-12-31 16:43:46,192.168.255.142,35.223.238.178,6,66,outbound
2024-12-31 16:43:46,192.168.255.142,18.67.181.30,6,54,outbound
2024-12-31 16:43:46,35.223.238.178,192.168.255.142,6,66,inbound
2024-12-31 16:43:46,35.223.238.178,192.168.255.142,6,66,inbound
2024-12-31 16:43:46,192.168.255.142,35.223.238.178,6,54,outbound
2024-12-31 16:43:46,192.168.255.142,35.223.238.178,6,54,outbound
2024-12-31 16:43:46,192.168.255.142,35.223.238.178,6,571,outbound
2024-12-31 16:43:46,3.228.185.195,192.168.255.142,6,54,inbound
2024-12-31 16:43:46,192.168.255.142,3.228.185.195,6,54,outbound
2024-12-31 16:43:46,192.168.255.142,3.228.185.195,6,54,outbound
2024-12-31 16:43:46,35.223.238.178,192.168.255.142,6,54,inbound
2024-12-31 16:43:46,35.223.238.178,192.168.255.142,6,54,inbound
2024-12-31 16:43:46,35.223.238.178,192.168.255.142,6,1454,inbound
2024-12-31 16:43:46,35.223.238.178,192.168.255.142,6,1454,inbound
