 Destination Port, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Mean,Bwd Packet Length Max, Bwd Packet Length Mean, Fwd Header Length, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Bytes, Subflow Bwd Bytes,Init_Win_bytes_forward
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,510
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,510
443,4057,1506,507.125,52828,1506,1354.5641025641025,966.25,7730,1210.3191489361702,453.125,1300.5641025641025,4057,52828,516
443,7425,1506,742.5,33675,1506,962.1428571428571,1437.0,14370,913.3333333333334,688.5,908.1428571428571,7425,33675,516
443,3997,1506,444.1111111111111,3682,1506,526.0,840.2222222222222,7562,479.9375,388.77777777777777,470.2857142857143,3997,3682,64240
443,3490,1506,436.25,3416,1506,683.2,824.5,6596,531.2307692307693,380.75,626.8,3490,3416,64240
443,1711,1506,427.75,66,66,66.0,807.5,3230,355.4,370.75,0.0,1711,66,64240
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,510
443,7335,1506,333.40909090909093,167308,1506,1178.225352112676,618.8181818181819,13614,1064.8963414634147,279.40909090909093,1124.225352112676,7335,167308,516
443,11540,1506,501.7391304347826,106427,1506,1075.020202020202,955.4782608695652,21976,966.9426229508197,447.7391304347826,1021.020202020202,11540,106427,516
443,6717,1506,419.8125,41073,1506,1173.5142857142857,791.625,12666,937.0588235294117,365.0625,1119.1714285714286,6717,41073,64240
443,3598,1506,359.8,15060,1506,836.6666666666666,671.6,6716,666.3571428571429,304.6,782.0,3598,15060,64240
443,1953,1506,279.0,3682,1506,526.0,510.0,3570,402.5,223.28571428571428,470.2857142857143,1953,3682,64240
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,510
443,8888,1506,329.18518518518516,189388,1506,1161.8895705521472,610.3703703703703,16480,1043.5578947368422,275.18518518518516,1107.8895705521472,8888,189388,516
443,18227,1506,433.9761904761905,235532,1506,1085.4009216589861,819.952380952381,34438,979.7644787644788,379.9761904761905,1031.4009216589861,18227,235532,516
443,10254,1506,379.77777777777777,123741,1506,1201.368932038835,711.5555555555555,19212,1030.7307692307693,325.3333333333333,1147.2524271844661,10254,123741,64240
443,6186,1506,412.4,52735,1506,1054.7,776.8,11652,906.4769230769231,357.6,1000.46,6186,52735,64240
443,1953,1506,279.0,3682,1506,526.0,510.0,3570,402.5,223.28571428571428,470.2857142857143,1953,3682,64240
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,510
443,13690,1506,304.22222222222223,310398,1506,1136.989010989011,560.4444444444445,25220,1019.1446540880503,250.22222222222223,1082.989010989011,13690,310398,516
443,18227,1506,433.9761904761905,235588,1506,1080.6788990825687,819.952380952381,34438,976.2115384615385,379.9761904761905,1026.6788990825687,18227,235588,516
443,11732,1506,391.06666666666666,132505,1506,1172.6106194690265,734.1333333333333,22024,1008.6503496503497,336.6666666666667,1118.504424778761,11732,132505,64240
443,7602,1506,380.1,98068,1506,1127.2183908045977,712.2,14244,987.5700934579439,325.5,1073.0804597701149,7602,98068,64240
443,1953,1506,279.0,3682,1506,526.0,510.0,3570,402.5,223.28571428571428,470.2857142857143,1953,3682,64240
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,510
443,14642,1506,292.84,342678,1506,1130.950495049505,537.68,26884,1012.2379603399434,238.84,1076.950495049505,14642,342678,516
443,18227,1506,433.9761904761905,235588,1506,1080.6788990825687,819.952380952381,34438,976.2115384615385,379.9761904761905,1026.6788990825687,18227,235588,516
443,13127,1506,305.27906976744185,237964,1506,1245.8848167539268,562.5581395348837,24190,1073.0384615384614,251.0,1191.8219895287957,13127,237964,64240
443,9811,1506,272.52777777777777,233105,1506,1159.726368159204,497.05555555555554,17894,1024.9620253164558,218.19444444444446,1105.6666666666667,9811,233105,64240
443,2689,1506,336.125,3682,1506,526.0,624.25,4994,424.73333333333335,280.625,470.2857142857143,2689,3682,64240
6802,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,1346
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,510
443,18510,1506,220.35714285714286,604049,1506,1144.032196969697,392.7142857142857,32988,1017.2532679738562,166.35714285714286,1090.032196969697,18510,604049,516
443,19013,1506,432.1136363636364,246984,1506,1078.532751091703,816.2272727272727,35914,974.3479853479854,378.1136363636364,1024.532751091703,19013,246984,516
443,13181,1506,299.5681818181818,238018,1506,1239.6770833333333,551.1363636363636,24250,1064.4025423728813,245.29545454545453,1185.6145833333333,13181,238018,64240
443,11517,1506,209.4,405361,1506,1151.59375,370.8,20394,1024.2702702702702,155.1818181818182,1097.559659090909,11517,405361,64240
443,3957,1506,208.26315789473685,97689,1506,1356.7916666666667,368.5263157894737,7002,1116.989010989011,153.6315789473684,1302.625,3957,97689,64240
6802,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,1346
443,425,175,106.25,448,161,112.0,164.5,658,109.125,52.25,58.0,425,448,514
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,510
443,18510,1506,220.35714285714286,604105,1506,1141.9754253308129,392.7142857142857,32988,1015.6851549755302,166.35714285714286,1087.9754253308129,18510,604105,516
443,21297,1506,354.95,374564,1506,1131.6132930513595,661.9,39714,1012.4322250639386,300.95,1077.6132930513595,21297,374564,516
443,13181,1506,299.5681818181818,238018,1506,1239.6770833333333,551.1363636363636,24250,1064.4025423728813,245.29545454545453,1185.6145833333333,13181,238018,64240
443,15450,1506,171.66666666666666,671657,1506,1142.2738095238096,295.3333333333333,26580,1013.4321533923304,117.53333333333333,1088.2534013605443,15450,671657,64240
443,4335,1506,166.73076923076923,141385,1506,1285.3181818181818,285.46153846153845,7422,1071.4705882352941,112.26923076923077,1231.209090909091,4335,141385,64240
6802,641,183,80.125,2024,1474,337.3333333333333,112.25,898,190.35714285714286,26.125,283.3333333333333,641,2024,1346
443,425,175,106.25,448,161,112.0,164.5,658,109.125,52.25,58.0,425,448,514
6912,353,100,70.6,324,54,54.0,93.2,466,61.54545454545455,16.6,0.0,353,324,63
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,510
443,21491,1506,190.18584070796462,849630,1506,1154.3885869565217,332.37168141592923,37558,1026.055359246172,136.18584070796462,1100.3885869565217,21491,849630,516
443,21297,1506,354.95,374620,1506,1128.3734939759036,661.9,39714,1009.9923469387755,300.95,1074.3734939759036,21297,374620,516
443,13181,1506,299.5681818181818,238018,1506,1239.6770833333333,551.1363636363636,24250,1064.4025423728813,245.29545454545453,1185.6145833333333,13181,238018,64240
443,19002,1506,162.4102564102564,859156,1506,1139.4641909814325,276.8205128205128,32388,1008.2181400688863,108.3076923076923,1085.448275862069,19002,859156,64240
443,6885,1506,146.48936170212767,330066,1506,1240.8496240601503,244.9787234042553,11514,1076.520766773163,92.23404255319149,1186.8045112781954,6885,330066,64240
6802,641,183,80.125,2024,1474,337.3333333333333,112.25,898,190.35714285714286,26.125,283.3333333333333,641,2024,1346
443,425,175,106.25,448,161,112.0,164.5,658,109.125,52.25,58.0,425,448,514
6912,353,100,70.6,324,54,54.0,93.2,466,61.54545454545455,16.6,0.0,353,324,63
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,510
443,25124,1506,182.05797101449275,1005585,1506,1150.554919908467,316.1159420289855,43624,1018.4871541501976,128.05797101449275,1096.554919908467,25124,1005585,516
443,22706,1506,311.041095890411,511052,1506,1156.2262443438915,574.082191780822,41908,1036.4233009708737,257.041095890411,1102.2262443438915,22706,511052,516
443,13181,1506,299.5681818181818,238018,1506,1239.6770833333333,551.1363636363636,24250,1064.4025423728813,245.29545454545453,1185.6145833333333,13181,238018,64240
443,26531,1506,178.06040268456377,1113793,1506,1137.6843718079674,308.12080536912754,45910,1010.9255319148937,123.97986577181209,1083.6721144024514,26531,1113793,64240
443,11827,1506,135.94252873563218,583643,1506,1191.108163265306,223.88505747126436,19478,1032.0103986135182,81.80459770114942,1137.0836734693878,11827,583643,64240
6802,641,183,80.125,2024,1474,337.3333333333333,112.25,898,190.35714285714286,26.125,283.3333333333333,641,2024,1346
443,425,175,106.25,448,161,112.0,164.5,658,109.125,52.25,58.0,425,448,514
6912,353,100,70.6,324,54,54.0,93.2,466,61.54545454545455,16.6,0.0,353,324,63
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,510
443,27675,1506,183.27814569536423,1079699,1506,1147.3953241232732,318.55629139072846,48102,1014.0787545787546,129.27814569536423,1093.3953241232732,27675,1079699,516
443,31611,1506,339.9032258064516,602790,1506,1154.7701149425288,631.8064516129032,58758,1031.5463414634146,285.9032258064516,1100.7701149425288,31611,602790,516
443,13181,1506,299.5681818181818,238018,1506,1239.6770833333333,551.1363636363636,24250,1064.4025423728813,245.29545454545453,1185.6145833333333,13181,238018,64240
443,28834,1506,187.23376623376623,1138518,1506,1135.112662013958,326.46753246753246,50276,1008.9472774416595,133.15584415584416,1081.100697906281,28834,1138518,64240
443,11827,1506,135.94252873563218,583699,1506,1188.7963340122199,223.88505747126436,19478,1030.3217993079584,81.80459770114942,1134.7718940936863,11827,583699,64240
6802,641,183,80.125,2024,1474,337.3333333333333,112.25,898,190.35714285714286,26.125,283.3333333333333,641,2024,1346
443,425,175,106.25,448,161,112.0,164.5,658,109.125,52.25,58.0,425,448,514
6912,353,100,70.6,324,54,54.0,93.2,466,61.54545454545455,16.6,0.0,353,324,63
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,510
443,27675,1506,183.27814569536423,1079699,1506,1147.3953241232732,318.55629139072846,48102,1014.0787545787546,129.27814569536423,1093.3953241232732,27675,1079699,516
443,40366,1506,339.21008403361344,747124,1506,1145.8957055214723,630.4201680672269,75020,1021.3878080415045,285.21008403361344,1091.8957055214723,40366,747124,516
443,13181,1506,299.5681818181818,238018,1506,1239.6770833333333,551.1363636363636,24250,1064.4025423728813,245.29545454545453,1185.6145833333333,13181,238018,64240
443,28834,1506,187.23376623376623,1138518,1506,1135.112662013958,326.46753246753246,50276,1008.9472774416595,133.15584415584416,1081.100697906281,28834,1138518,64240
443,18164,1506,174.65384615384616,692363,1506,1197.8598615916956,301.3076923076923,31336,1041.8284457478005,120.53846153846153,1143.8391003460208,18164,692363,64240
6802,641,183,80.125,2024,1474,337.3333333333333,112.25,898,190.35714285714286,26.125,283.3333333333333,641,2024,1346
443,425,175,106.25,448,161,112.0,164.5,658,109.125,52.25,58.0,425,448,514
6912,353,100,70.6,324,54,54.0,93.2,466,61.54545454545455,16.6,0.0,353,324,63
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,510
443,31220,1506,190.3658536585366,1162444,1506,1154.3634558093347,332.7317073170732,54568,1019.3543979504697,136.3658536585366,1100.3634558093347,31220,1162444,516
443,47167,1506,362.82307692307694,814842,1506,1138.0474860335196,677.6461538461539,88094,1018.9231678486998,308.82307692307694,1084.0474860335196,47167,814842,516
443,13181,1506,299.5681818181818,238018,1506,1239.6770833333333,551.1363636363636,24250,1064.4025423728813,245.29545454545453,1185.6145833333333,13181,238018,64240
443,29158,1506,182.2375,1180634,1506,1142.917715392062,316.475,50636,1014.0754400670578,128.1625,1088.9060987415296,29158,1180634,64240
443,26508,1506,220.9,765717,1506,1183.4884080370944,393.8,47256,1032.8878748370273,166.8,1129.4698608964452,26508,765717,64240
6802,641,183,80.125,2024,1474,337.3333333333333,112.25,898,190.35714285714286,26.125,283.3333333333333,641,2024,1346
443,425,175,106.25,448,161,112.0,164.5,658,109.125,52.25,58.0,425,448,514
6912,353,100,70.6,324,54,54.0,93.2,466,61.54545454545455,16.6,0.0,353,324,63
443,1837,852,204.11111111111111,4174,1474,417.4,360.22222222222223,3242,316.36842105263156,148.77777777777777,362.2,1837,4174,64240
7209,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,16386
7211,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16385
7214,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16386
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,510
443,39208,1506,203.15025906735752,1340660,1506,1148.808911739503,358.30051813471505,69152,1014.6088235294118,149.15025906735752,1094.808911739503,39208,1340660,516
443,50808,1506,343.2972972972973,931994,1506,1135.1936662606577,638.5945945945946,94512,1014.2435500515996,289.2972972972973,1081.1936662606577,50808,931994,516
443,13181,1506,299.5681818181818,238018,1506,1239.6770833333333,551.1363636363636,24250,1064.4025423728813,245.29545454545453,1185.6145833333333,13181,238018,64240
443,33750,1506,190.67796610169492,1311260,1506,1162.4645390070923,333.35593220338984,59004,1030.6590038314175,136.61016949152543,1108.4539007092199,33750,1311260,64240
443,26508,1506,220.9,765717,1506,1183.4884080370944,393.8,47256,1032.8878748370273,166.8,1129.4698608964452,26508,765717,64240
6802,641,183,80.125,2024,1474,337.3333333333333,112.25,898,190.35714285714286,26.125,283.3333333333333,641,2024,1346
443,425,175,106.25,448,161,112.0,164.5,658,109.125,52.25,58.0,425,448,514
6912,353,100,70.6,324,54,54.0,93.2,466,61.54545454545455,16.6,0.0,353,324,63
443,1837,852,204.11111111111111,4230,1474,384.54545454545456,360.22222222222223,3242,303.35,148.77777777777777,329.45454545454544,1837,4230,64240
7209,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16386
7211,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16385
7214,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16386
443,348,294,174.0,372,316,186.0,300.0,600,180.0,120.0,132.0,348,372,510
443,40738,1506,195.85576923076923,1469863,1506,1147.4340359094458,343.71153846153845,71492,1014.5070517125588,141.85576923076923,1093.4340359094458,40738,1469863,516
443,51815,1506,336.461038961039,969741,1506,1132.875,624.922077922078,96238,1011.4415841584158,282.461038961039,1078.875,51815,969741,516
443,13181,1506,299.5681818181818,238018,1506,1239.6770833333333,551.1363636363636,24250,1064.4025423728813,245.29545454545453,1185.6145833333333,13181,238018,64240
443,37656,1506,180.17224880382776,1541529,1506,1156.435858964741,312.3444976076555,65280,1024.114785992218,126.11483253588517,1102.4268567141785,37656,1541529,64240
443,26778,1506,214.224,807833,1506,1193.2540620384048,380.448,47556,1040.6620947630922,160.128,1139.2363367799114,26778,807833,64240
6802,641,183,80.125,2024,1474,337.3333333333333,112.25,898,190.35714285714286,26.125,283.3333333333333,641,2024,1346
443,425,175,106.25,448,161,112.0,164.5,658,109.125,52.25,58.0,425,448,514
6912,353,100,70.6,324,54,54.0,93.2,466,61.54545454545455,16.6,0.0,353,324,63
443,1837,852,204.11111111111111,4230,1474,384.54545454545456,360.22222222222223,3242,303.35,148.77777777777777,329.45454545454544,1837,4230,64240
7209,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16386
7211,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16385
7214,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16386
7680,66,66,66.0,0,0,0,84.0,84,66.0,0.0,0,66,0,64240
443,696,294,174.0,687,316,229.0,300.0,1200,197.57142857142858,120.0,175.0,696,687,510
443,41534,1506,197.78095238095239,1473423,1506,1146.6326848249028,347.56190476190477,72988,1013.3491638795987,143.78095238095239,1092.6326848249028,41534,1473423,516
443,54744,1506,299.1475409836066,1219803,1506,1144.280487804878,550.2950819672132,100704,1020.4539631705364,245.14754098360655,1090.280487804878,54744,1219803,516
443,13181,1506,299.5681818181818,238018,1506,1239.6770833333333,551.1363636363636,24250,1064.4025423728813,245.29545454545453,1185.6145833333333,13181,238018,64240
443,39699,1506,179.63348416289594,1633927,1506,1153.9032485875707,311.2669683257919,68790,1022.3738546120953,125.57918552036199,1099.8862994350281,39699,1633927,64240
443,30211,1506,202.75838926174498,992305,1506,1194.109506618532,357.51677852348996,53270,1043.3836734693878,148.6778523489933,1140.095066185319,30211,992305,64240
6802,641,183,80.125,2024,1474,337.3333333333333,112.25,898,190.35714285714286,26.125,283.3333333333333,641,2024,1346
443,425,175,106.25,448,161,112.0,164.5,658,109.125,52.25,58.0,425,448,514
6912,353,100,70.6,324,54,54.0,93.2,466,61.54545454545455,16.6,0.0,353,324,63
443,1837,852,204.11111111111111,4230,1474,384.54545454545456,360.22222222222223,3242,303.35,148.77777777777777,329.45454545454544,1837,4230,64240
7209,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16386
7211,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16385
7214,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16386
7680,132,66,66.0,0,0,0,84.0,168,66.0,0.0,0,132,0,64240
443,696,294,174.0,687,316,229.0,300.0,1200,197.57142857142858,120.0,175.0,696,687,510
443,44457,1506,187.58227848101265,1709250,1506,1151.010101010101,327.1645569620253,77538,1018.4128919860627,133.58227848101265,1097.010101010101,44457,1709250,516
443,57508,1506,277.8164251207729,1349235,1506,1140.519864750634,507.6328502415459,105080,1012.0453237410072,223.81642512077295,1086.519864750634,57508,1349235,516
443,13181,1506,299.5681818181818,238018,1506,1239.6770833333333,551.1363636363636,24250,1064.4025423728813,245.29545454545453,1185.6145833333333,13181,238018,64240
443,39699,1506,179.63348416289594,1633927,1506,1153.9032485875707,311.2669683257919,68790,1022.3738546120953,125.57918552036199,1099.8862994350281,39699,1633927,64240
443,32800,1506,194.0828402366864,1184989,1506,1181.444666001994,340.1656804733728,57488,1039.0691126279864,140.01183431952663,1127.432701894317,32800,1184989,64240
6802,641,183,80.125,2024,1474,337.3333333333333,112.25,898,190.35714285714286,26.125,283.3333333333333,641,2024,1346
443,850,175,106.25,951,161,105.66666666666667,164.5,1316,105.94117647058823,52.25,51.666666666666664,850,951,514
6912,353,100,70.6,324,54,54.0,93.2,466,61.54545454545455,16.6,0.0,353,324,63
443,1837,852,204.11111111111111,4230,1474,384.54545454545456,360.22222222222223,3242,303.35,148.77777777777777,329.45454545454544,1837,4230,64240
7209,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16386
7211,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16385
7214,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16386
7680,132,66,66.0,0,0,0,84.0,168,66.0,0.0,0,132,0,64240
443,55,55,55.0,0,0,0,62.0,62,55.0,1.0,0,55,0,512
7171,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,509
49692,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,260
443,696,294,174.0,687,316,229.0,300.0,1200,197.57142857142858,120.0,175.0,696,687,510
443,49715,1506,178.83093525179856,1998487,1506,1147.8960367604825,309.66187050359713,86086,1014.4635958395245,124.83093525179856,1093.8960367604825,49715,1998487,516
443,61438,1506,261.4382978723404,1561269,1506,1142.9494875549049,474.87659574468086,111596,1013.5584009993754,207.43829787234043,1088.9494875549049,61438,1561269,516
443,13181,1506,299.5681818181818,238018,1506,1239.6770833333333,551.1363636363636,24250,1064.4025423728813,245.29545454545453,1185.6145833333333,13181,238018,64240
443,39699,1506,179.63348416289594,1633927,1506,1153.9032485875707,311.2669683257919,68790,1022.3738546120953,125.57918552036199,1099.8862994350281,39699,1633927,64240
443,38815,1506,173.28125,1557039,1506,1169.8264462809918,298.5625,66878,1026.2726688102894,119.22767857142857,1115.8174305033808,38815,1557039,64240
6802,641,183,80.125,2024,1474,337.3333333333333,112.25,898,190.35714285714286,26.125,283.3333333333333,641,2024,1346
443,850,175,106.25,951,161,105.66666666666667,164.5,1316,105.94117647058823,52.25,51.666666666666664,850,951,514
6912,353,100,70.6,324,54,54.0,93.2,466,61.54545454545455,16.6,0.0,353,324,63
443,1837,852,204.11111111111111,4230,1474,384.54545454545456,360.22222222222223,3242,303.35,148.77777777777777,329.45454545454544,1837,4230,64240
7209,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16386
7211,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16385
7214,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,16386
7680,198,66,66.0,0,0,0,84.0,252,66.0,0.0,0,198,0,64240
443,55,55,55.0,0,0,0,62.0,62,55.0,1.0,0,55,0,512
7171,56,56,56.0,54,54,54.0,64.0,64,55.0,2.0,0.0,56,54,509
49692,112,56,56.0,54,54,54.0,64.0,128,55.333333333333336,2.0,0.0,112,54,260
443,696,294,174.0,687,316,229.0,300.0,1200,197.57142857142858,120.0,175.0,696,687,510
443,56489,1506,186.43234323432344,2168713,1506,1146.2542283298096,324.8646864686469,98434,1013.7594533029612,132.43234323432344,1092.2542283298096,56489,2168713,516
443,64286,1506,259.21774193548384,1658553,1506,1146.2011057360055,470.43548387096774,116668,1016.4241887905605,205.21774193548387,1092.2011057360055,64286,1658553,516
443,13181,1506,299.5681818181818,238018,1506,1239.6770833333333,551.1363636363636,24250,1064.4025423728813,245.29545454545453,1185.6145833333333,13181,238018,64240
443,42040,1506,179.65811965811966,1722729,1506,1166.3703452945158,311.3162393162393,72848,1031.4254821741672,125.6068376068376,1112.354096140826,42040,1722729,64240
443,45584,1506,183.80645161290323,1707171,1506,1165.3044368600683,319.61290322580646,79264,1023.2078225335669,129.75806451612902,1111.2962457337883,45584,1707171,64240
6802,641,183,80.125,2024,1474,337.3333333333333,112.25,898,190.35714285714286,26.125,283.3333333333333,641,2024,1346
