 Destination Port, Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Mean,Bwd Packet Length Max, Bwd Packet Length Mean, Fwd Header Length, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1, Subflow Fwd Bytes, Subflow Bwd Bytes,Init_Win_bytes_forward
31391,487,334,162.33333333333334,54,54,54.0,276.6666666666667,830,135.25,108.33333333333333,0.0,487,54,286
31391,487,334,162.33333333333334,54,54,54.0,276.6666666666667,830,135.25,108.33333333333333,0.0,487,54,286
31391,487,334,162.33333333333334,54,54,54.0,276.6666666666667,830,135.25,108.33333333333333,0.0,487,54,286
31391,920,334,184.0,435,327,145.0,320.0,1600,169.375,130.0,91.0,920,435,286
31605,132,78,66.0,186,78,62.0,84.0,168,63.6,12.0,8.0,132,186,501
31391,920,334,184.0,435,327,145.0,320.0,1600,169.375,130.0,91.0,920,435,286
31605,402,78,57.42857142857143,186,78,62.0,66.85714285714286,468,58.8,3.4285714285714284,8.0,402,186,501
31286,54,54,54.0,54,54,54.0,60.0,60,54.0,0.0,0.0,54,54,260
31391,920,334,184.0,435,327,145.0,320.0,1600,169.375,130.0,91.0,920,435,286
31605,402,78,57.42857142857143,186,78,62.0,66.85714285714286,468,58.8,3.4285714285714284,8.0,402,186,501
31286,54,54,54.0,54,54,54.0,60.0,60,54.0,0.0,0.0,54,54,260
31391,920,334,184.0,435,327,145.0,320.0,1600,169.375,130.0,91.0,920,435,286
31605,402,78,57.42857142857143,186,78,62.0,66.85714285714286,468,58.8,3.4285714285714284,8.0,402,186,501
31286,54,54,54.0,54,54,54.0,60.0,60,54.0,0.0,0.0,54,54,260
31391,920,334,184.0,435,327,145.0,320.0,1600,169.375,130.0,91.0,920,435,286
31605,402,78,57.42857142857143,186,78,62.0,66.85714285714286,468,58.8,3.4285714285714284,8.0,402,186,501
31286,54,54,54.0,54,54,54.0,60.0,60,54.0,0.0,0.0,54,54,260
31391,920,334,184.0,435,327,145.0,320.0,1600,169.375,130.0,91.0,920,435,286
31605,402,78,57.42857142857143,186,78,62.0,66.85714285714286,468,58.8,3.4285714285714284,8.0,402,186,501
31286,54,54,54.0,54,54,54.0,60.0,60,54.0,0.0,0.0,54,54,260
31391,920,334,184.0,435,327,145.0,320.0,1600,169.375,130.0,91.0,920,435,286
31605,402,78,57.42857142857143,186,78,62.0,66.85714285714286,468,58.8,3.4285714285714284,8.0,402,186,501
31286,54,54,54.0,54,54,54.0,60.0,60,54.0,0.0,0.0,54,54,260
